Participant Private ID,Condition,Article_ID,Question_ID,Accuracy,Given_Answer,Metacomprehension,Summary_Text,AI_Feedback
14645467,Immediate,Charities,Q7,1,B,6,"The passage explains that charity has usually meant small, religion-driven donations that give short-term help, like food or shelter. Ted Stumbacher argues that this traditional model doesn’t fix the deeper causes of poverty. He says newer charities act more like businesses, using marketing, branding, and things like clothing drop boxes to reach more people and make help more sustainable.","You accurately capture the contrast between traditional, religion-led aid and Stumbacher’s push for a more economic, businesslike approach, including branding and drop boxes. One emphasis you missed is donor-choice models (e.g., DonorsChoose) that motivate giving by letting donors direct funds and see concrete outcomes. The passage also highlights experiential fundraising (Taste of Giving wine tastings) as a triple win for wineries, donors, and charities. A key example is the Acumen Fund’s micro-loan, investment-capital model with hands-on oversight—the “teach to fish” approach to long-term impact. Note too that drop boxes are praised for reducing environmental waste. Finally, the author weighs scalability concerns but concludes these innovations still broaden the donor base and spur larger organizations to improve."
14645467,Immediate,Charities,Q8,1,A,6,"The passage explains that charity has usually meant small, religion-driven donations that give short-term help, like food or shelter. Ted Stumbacher argues that this traditional model doesn’t fix the deeper causes of poverty. He says newer charities act more like businesses, using marketing, branding, and things like clothing drop boxes to reach more people and make help more sustainable.","You accurately capture the contrast between traditional, religion-led aid and Stumbacher’s push for a more economic, businesslike approach, including branding and drop boxes. One emphasis you missed is donor-choice models (e.g., DonorsChoose) that motivate giving by letting donors direct funds and see concrete outcomes. The passage also highlights experiential fundraising (Taste of Giving wine tastings) as a triple win for wineries, donors, and charities. A key example is the Acumen Fund’s micro-loan, investment-capital model with hands-on oversight—the “teach to fish” approach to long-term impact. Note too that drop boxes are praised for reducing environmental waste. Finally, the author weighs scalability concerns but concludes these innovations still broaden the donor base and spur larger organizations to improve."
14645467,Immediate,Charities,Q9,1,D,6,"The passage explains that charity has usually meant small, religion-driven donations that give short-term help, like food or shelter. Ted Stumbacher argues that this traditional model doesn’t fix the deeper causes of poverty. He says newer charities act more like businesses, using marketing, branding, and things like clothing drop boxes to reach more people and make help more sustainable.","You accurately capture the contrast between traditional, religion-led aid and Stumbacher’s push for a more economic, businesslike approach, including branding and drop boxes. One emphasis you missed is donor-choice models (e.g., DonorsChoose) that motivate giving by letting donors direct funds and see concrete outcomes. The passage also highlights experiential fundraising (Taste of Giving wine tastings) as a triple win for wineries, donors, and charities. A key example is the Acumen Fund’s micro-loan, investment-capital model with hands-on oversight—the “teach to fish” approach to long-term impact. Note too that drop boxes are praised for reducing environmental waste. Finally, the author weighs scalability concerns but concludes these innovations still broaden the donor base and spur larger organizations to improve."
14645467,Immediate,Charities,Q10,1,B,6,"The passage explains that charity has usually meant small, religion-driven donations that give short-term help, like food or shelter. Ted Stumbacher argues that this traditional model doesn’t fix the deeper causes of poverty. He says newer charities act more like businesses, using marketing, branding, and things like clothing drop boxes to reach more people and make help more sustainable.","You accurately capture the contrast between traditional, religion-led aid and Stumbacher’s push for a more economic, businesslike approach, including branding and drop boxes. One emphasis you missed is donor-choice models (e.g., DonorsChoose) that motivate giving by letting donors direct funds and see concrete outcomes. The passage also highlights experiential fundraising (Taste of Giving wine tastings) as a triple win for wineries, donors, and charities. A key example is the Acumen Fund’s micro-loan, investment-capital model with hands-on oversight—the “teach to fish” approach to long-term impact. Note too that drop boxes are praised for reducing environmental waste. Finally, the author weighs scalability concerns but concludes these innovations still broaden the donor base and spur larger organizations to improve."
14645467,Immediate,Migration,Q1,1,C,6,"Most migratory birds move mainly because food supplies change with the seasons, and they need plenty of nutrition and stored fat both to reproduce and to fuel long flights. The 1967 chaffinch study showed that the fattest, healthiest birds migrate first under good conditions, and their early departure creates social pressure that pushes thinner, less-prepared birds to follow, even in bad weather. The passage also explains that some species, like wandering albatrosses, migrate vast distances with relatively low energy cost by using specialized wings and wind patterns, spending much of their lives in the air traveling between distant habitats.","Most migratory birds move mainly because food supplies change with the seasons, and they need plenty of nutrition and stored fat both to reproduce and to fuel long flights. The 1967 chaffinch study showed that the fattest, healthiest birds migrate first under good conditions, and their early departure creates social pressure that pushes thinner, less-prepared birds to follow, even in bad weather. The passage also explains that some species, like wandering albatrosses, migrate vast distances with relatively low energy cost by using specialized wings and wind patterns, spending much of their lives in the air traveling between distant habitats."
14645467,Immediate,Migration,Q2,1,A,6,"Most migratory birds move mainly because food supplies change with the seasons, and they need plenty of nutrition and stored fat both to reproduce and to fuel long flights. The 1967 chaffinch study showed that the fattest, healthiest birds migrate first under good conditions, and their early departure creates social pressure that pushes thinner, less-prepared birds to follow, even in bad weather. The passage also explains that some species, like wandering albatrosses, migrate vast distances with relatively low energy cost by using specialized wings and wind patterns, spending much of their lives in the air traveling between distant habitats.","Most migratory birds move mainly because food supplies change with the seasons, and they need plenty of nutrition and stored fat both to reproduce and to fuel long flights. The 1967 chaffinch study showed that the fattest, healthiest birds migrate first under good conditions, and their early departure creates social pressure that pushes thinner, less-prepared birds to follow, even in bad weather. The passage also explains that some species, like wandering albatrosses, migrate vast distances with relatively low energy cost by using specialized wings and wind patterns, spending much of their lives in the air traveling between distant habitats."
14645467,Immediate,Migration,Q3,1,A,6,"Most migratory birds move mainly because food supplies change with the seasons, and they need plenty of nutrition and stored fat both to reproduce and to fuel long flights. The 1967 chaffinch study showed that the fattest, healthiest birds migrate first under good conditions, and their early departure creates social pressure that pushes thinner, less-prepared birds to follow, even in bad weather. The passage also explains that some species, like wandering albatrosses, migrate vast distances with relatively low energy cost by using specialized wings and wind patterns, spending much of their lives in the air traveling between distant habitats.","Most migratory birds move mainly because food supplies change with the seasons, and they need plenty of nutrition and stored fat both to reproduce and to fuel long flights. The 1967 chaffinch study showed that the fattest, healthiest birds migrate first under good conditions, and their early departure creates social pressure that pushes thinner, less-prepared birds to follow, even in bad weather. The passage also explains that some species, like wandering albatrosses, migrate vast distances with relatively low energy cost by using specialized wings and wind patterns, spending much of their lives in the air traveling between distant habitats."
14645467,Immediate,Migration,Q4,1,C,6,"Most migratory birds move mainly because food supplies change with the seasons, and they need plenty of nutrition and stored fat both to reproduce and to fuel long flights. The 1967 chaffinch study showed that the fattest, healthiest birds migrate first under good conditions, and their early departure creates social pressure that pushes thinner, less-prepared birds to follow, even in bad weather. The passage also explains that some species, like wandering albatrosses, migrate vast distances with relatively low energy cost by using specialized wings and wind patterns, spending much of their lives in the air traveling between distant habitats.","Most migratory birds move mainly because food supplies change with the seasons, and they need plenty of nutrition and stored fat both to reproduce and to fuel long flights. The 1967 chaffinch study showed that the fattest, healthiest birds migrate first under good conditions, and their early departure creates social pressure that pushes thinner, less-prepared birds to follow, even in bad weather. The passage also explains that some species, like wandering albatrosses, migrate vast distances with relatively low energy cost by using specialized wings and wind patterns, spending much of their lives in the air traveling between distant habitats."
14645467,Immediate,Migration,Q5,1,C,6,"Most migratory birds move mainly because food supplies change with the seasons, and they need plenty of nutrition and stored fat both to reproduce and to fuel long flights. The 1967 chaffinch study showed that the fattest, healthiest birds migrate first under good conditions, and their early departure creates social pressure that pushes thinner, less-prepared birds to follow, even in bad weather. The passage also explains that some species, like wandering albatrosses, migrate vast distances with relatively low energy cost by using specialized wings and wind patterns, spending much of their lives in the air traveling between distant habitats.","Most migratory birds move mainly because food supplies change with the seasons, and they need plenty of nutrition and stored fat both to reproduce and to fuel long flights. The 1967 chaffinch study showed that the fattest, healthiest birds migrate first under good conditions, and their early departure creates social pressure that pushes thinner, less-prepared birds to follow, even in bad weather. The passage also explains that some species, like wandering albatrosses, migrate vast distances with relatively low energy cost by using specialized wings and wind patterns, spending much of their lives in the air traveling between distant habitats."
14645467,Immediate,Migration,Q6,1,C,6,"Most migratory birds move mainly because food supplies change with the seasons, and they need plenty of nutrition and stored fat both to reproduce and to fuel long flights. The 1967 chaffinch study showed that the fattest, healthiest birds migrate first under good conditions, and their early departure creates social pressure that pushes thinner, less-prepared birds to follow, even in bad weather. The passage also explains that some species, like wandering albatrosses, migrate vast distances with relatively low energy cost by using specialized wings and wind patterns, spending much of their lives in the air traveling between distant habitats.","Most migratory birds move mainly because food supplies change with the seasons, and they need plenty of nutrition and stored fat both to reproduce and to fuel long flights. The 1967 chaffinch study showed that the fattest, healthiest birds migrate first under good conditions, and their early departure creates social pressure that pushes thinner, less-prepared birds to follow, even in bad weather. The passage also explains that some species, like wandering albatrosses, migrate vast distances with relatively low energy cost by using specialized wings and wind patterns, spending much of their lives in the air traveling between distant habitats."
14645467,Immediate,Migration,Q7,0,B,6,"Most migratory birds move mainly because food supplies change with the seasons, and they need plenty of nutrition and stored fat both to reproduce and to fuel long flights. The 1967 chaffinch study showed that the fattest, healthiest birds migrate first under good conditions, and their early departure creates social pressure that pushes thinner, less-prepared birds to follow, even in bad weather. The passage also explains that some species, like wandering albatrosses, migrate vast distances with relatively low energy cost by using specialized wings and wind patterns, spending much of their lives in the air traveling between distant habitats.","Most migratory birds move mainly because food supplies change with the seasons, and they need plenty of nutrition and stored fat both to reproduce and to fuel long flights. The 1967 chaffinch study showed that the fattest, healthiest birds migrate first under good conditions, and their early departure creates social pressure that pushes thinner, less-prepared birds to follow, even in bad weather. The passage also explains that some species, like wandering albatrosses, migrate vast distances with relatively low energy cost by using specialized wings and wind patterns, spending much of their lives in the air traveling between distant habitats."
14645467,Immediate,Migration,Q8,0,D,6,"Most migratory birds move mainly because food supplies change with the seasons, and they need plenty of nutrition and stored fat both to reproduce and to fuel long flights. The 1967 chaffinch study showed that the fattest, healthiest birds migrate first under good conditions, and their early departure creates social pressure that pushes thinner, less-prepared birds to follow, even in bad weather. The passage also explains that some species, like wandering albatrosses, migrate vast distances with relatively low energy cost by using specialized wings and wind patterns, spending much of their lives in the air traveling between distant habitats.","Most migratory birds move mainly because food supplies change with the seasons, and they need plenty of nutrition and stored fat both to reproduce and to fuel long flights. The 1967 chaffinch study showed that the fattest, healthiest birds migrate first under good conditions, and their early departure creates social pressure that pushes thinner, less-prepared birds to follow, even in bad weather. The passage also explains that some species, like wandering albatrosses, migrate vast distances with relatively low energy cost by using specialized wings and wind patterns, spending much of their lives in the air traveling between distant habitats."
14645467,Immediate,Migration,Q9,1,B,6,"Most migratory birds move mainly because food supplies change with the seasons, and they need plenty of nutrition and stored fat both to reproduce and to fuel long flights. The 1967 chaffinch study showed that the fattest, healthiest birds migrate first under good conditions, and their early departure creates social pressure that pushes thinner, less-prepared birds to follow, even in bad weather. The passage also explains that some species, like wandering albatrosses, migrate vast distances with relatively low energy cost by using specialized wings and wind patterns, spending much of their lives in the air traveling between distant habitats.","Most migratory birds move mainly because food supplies change with the seasons, and they need plenty of nutrition and stored fat both to reproduce and to fuel long flights. The 1967 chaffinch study showed that the fattest, healthiest birds migrate first under good conditions, and their early departure creates social pressure that pushes thinner, less-prepared birds to follow, even in bad weather. The passage also explains that some species, like wandering albatrosses, migrate vast distances with relatively low energy cost by using specialized wings and wind patterns, spending much of their lives in the air traveling between distant habitats."
14645467,Immediate,Migration,Q10,0,D,6,"Most migratory birds move mainly because food supplies change with the seasons, and they need plenty of nutrition and stored fat both to reproduce and to fuel long flights. The 1967 chaffinch study showed that the fattest, healthiest birds migrate first under good conditions, and their early departure creates social pressure that pushes thinner, less-prepared birds to follow, even in bad weather. The passage also explains that some species, like wandering albatrosses, migrate vast distances with relatively low energy cost by using specialized wings and wind patterns, spending much of their lives in the air traveling between distant habitats.","Most migratory birds move mainly because food supplies change with the seasons, and they need plenty of nutrition and stored fat both to reproduce and to fuel long flights. The 1967 chaffinch study showed that the fattest, healthiest birds migrate first under good conditions, and their early departure creates social pressure that pushes thinner, less-prepared birds to follow, even in bad weather. The passage also explains that some species, like wandering albatrosses, migrate vast distances with relatively low energy cost by using specialized wings and wind patterns, spending much of their lives in the air traveling between distant habitats."
14645467,Immediate,Star,Q1,1,C,6,"Over two decades, astronomers tracked FG Sagittae in infrared light and found that, although its surface has cooled, it is still shining very brightly because intense stellar winds are blowing huge amounts of carbon-rich dust into space. These winds will eventually stop when fusion finally ends, but by then the star will have ejected many Earth-masses of material that could seed new planets and perhaps even future life in distant star systems.
","Over two decades, astronomers tracked FG Sagittae in infrared light and found that, although its surface has cooled, it is still shining very brightly because intense stellar winds are blowing huge amounts of carbon-rich dust into space. These winds will eventually stop when fusion finally ends, but by then the star will have ejected many Earth-masses of material that could seed new planets and perhaps even future life in distant star systems."
14645467,Immediate,Star,Q2,1,A,6,"Over two decades, astronomers tracked FG Sagittae in infrared light and found that, although its surface has cooled, it is still shining very brightly because intense stellar winds are blowing huge amounts of carbon-rich dust into space. These winds will eventually stop when fusion finally ends, but by then the star will have ejected many Earth-masses of material that could seed new planets and perhaps even future life in distant star systems.
","Over two decades, astronomers tracked FG Sagittae in infrared light and found that, although its surface has cooled, it is still shining very brightly because intense stellar winds are blowing huge amounts of carbon-rich dust into space. These winds will eventually stop when fusion finally ends, but by then the star will have ejected many Earth-masses of material that could seed new planets and perhaps even future life in distant star systems."
14645467,Immediate,Star,Q3,1,B,6,"Over two decades, astronomers tracked FG Sagittae in infrared light and found that, although its surface has cooled, it is still shining very brightly because intense stellar winds are blowing huge amounts of carbon-rich dust into space. These winds will eventually stop when fusion finally ends, but by then the star will have ejected many Earth-masses of material that could seed new planets and perhaps even future life in distant star systems.
","Over two decades, astronomers tracked FG Sagittae in infrared light and found that, although its surface has cooled, it is still shining very brightly because intense stellar winds are blowing huge amounts of carbon-rich dust into space. These winds will eventually stop when fusion finally ends, but by then the star will have ejected many Earth-masses of material that could seed new planets and perhaps even future life in distant star systems."
14645467,Immediate,Star,Q4,1,B,6,"Over two decades, astronomers tracked FG Sagittae in infrared light and found that, although its surface has cooled, it is still shining very brightly because intense stellar winds are blowing huge amounts of carbon-rich dust into space. These winds will eventually stop when fusion finally ends, but by then the star will have ejected many Earth-masses of material that could seed new planets and perhaps even future life in distant star systems.
","Over two decades, astronomers tracked FG Sagittae in infrared light and found that, although its surface has cooled, it is still shining very brightly because intense stellar winds are blowing huge amounts of carbon-rich dust into space. These winds will eventually stop when fusion finally ends, but by then the star will have ejected many Earth-masses of material that could seed new planets and perhaps even future life in distant star systems."
14645467,Immediate,Star,Q5,1,C,6,"Over two decades, astronomers tracked FG Sagittae in infrared light and found that, although its surface has cooled, it is still shining very brightly because intense stellar winds are blowing huge amounts of carbon-rich dust into space. These winds will eventually stop when fusion finally ends, but by then the star will have ejected many Earth-masses of material that could seed new planets and perhaps even future life in distant star systems.
","Over two decades, astronomers tracked FG Sagittae in infrared light and found that, although its surface has cooled, it is still shining very brightly because intense stellar winds are blowing huge amounts of carbon-rich dust into space. These winds will eventually stop when fusion finally ends, but by then the star will have ejected many Earth-masses of material that could seed new planets and perhaps even future life in distant star systems."
14645467,Immediate,Star,Q6,0,C,6,"Over two decades, astronomers tracked FG Sagittae in infrared light and found that, although its surface has cooled, it is still shining very brightly because intense stellar winds are blowing huge amounts of carbon-rich dust into space. These winds will eventually stop when fusion finally ends, but by then the star will have ejected many Earth-masses of material that could seed new planets and perhaps even future life in distant star systems.
","Over two decades, astronomers tracked FG Sagittae in infrared light and found that, although its surface has cooled, it is still shining very brightly because intense stellar winds are blowing huge amounts of carbon-rich dust into space. These winds will eventually stop when fusion finally ends, but by then the star will have ejected many Earth-masses of material that could seed new planets and perhaps even future life in distant star systems."
14645467,Immediate,Star,Q7,1,B,6,"Over two decades, astronomers tracked FG Sagittae in infrared light and found that, although its surface has cooled, it is still shining very brightly because intense stellar winds are blowing huge amounts of carbon-rich dust into space. These winds will eventually stop when fusion finally ends, but by then the star will have ejected many Earth-masses of material that could seed new planets and perhaps even future life in distant star systems.
","Over two decades, astronomers tracked FG Sagittae in infrared light and found that, although its surface has cooled, it is still shining very brightly because intense stellar winds are blowing huge amounts of carbon-rich dust into space. These winds will eventually stop when fusion finally ends, but by then the star will have ejected many Earth-masses of material that could seed new planets and perhaps even future life in distant star systems."
14645467,Immediate,Star,Q8,1,C,6,"Over two decades, astronomers tracked FG Sagittae in infrared light and found that, although its surface has cooled, it is still shining very brightly because intense stellar winds are blowing huge amounts of carbon-rich dust into space. These winds will eventually stop when fusion finally ends, but by then the star will have ejected many Earth-masses of material that could seed new planets and perhaps even future life in distant star systems.
","Over two decades, astronomers tracked FG Sagittae in infrared light and found that, although its surface has cooled, it is still shining very brightly because intense stellar winds are blowing huge amounts of carbon-rich dust into space. These winds will eventually stop when fusion finally ends, but by then the star will have ejected many Earth-masses of material that could seed new planets and perhaps even future life in distant star systems."
14645467,Immediate,Star,Q9,1,A,6,"Over two decades, astronomers tracked FG Sagittae in infrared light and found that, although its surface has cooled, it is still shining very brightly because intense stellar winds are blowing huge amounts of carbon-rich dust into space. These winds will eventually stop when fusion finally ends, but by then the star will have ejected many Earth-masses of material that could seed new planets and perhaps even future life in distant star systems.
","Over two decades, astronomers tracked FG Sagittae in infrared light and found that, although its surface has cooled, it is still shining very brightly because intense stellar winds are blowing huge amounts of carbon-rich dust into space. These winds will eventually stop when fusion finally ends, but by then the star will have ejected many Earth-masses of material that could seed new planets and perhaps even future life in distant star systems."
14645467,Immediate,Star,Q10,1,C,6,"Over two decades, astronomers tracked FG Sagittae in infrared light and found that, although its surface has cooled, it is still shining very brightly because intense stellar winds are blowing huge amounts of carbon-rich dust into space. These winds will eventually stop when fusion finally ends, but by then the star will have ejected many Earth-masses of material that could seed new planets and perhaps even future life in distant star systems.
","Over two decades, astronomers tracked FG Sagittae in infrared light and found that, although its surface has cooled, it is still shining very brightly because intense stellar winds are blowing huge amounts of carbon-rich dust into space. These winds will eventually stop when fusion finally ends, but by then the star will have ejected many Earth-masses of material that could seed new planets and perhaps even future life in distant star systems."
14645467,Immediate,Depression,Q1,1,D,6,"The passage describes how President Franklin Roosevelt, drawing on his interest in forestry, created the Civilian Conservation Corps (CCC) to put unemployed young men to work on conservation projects in national forests, parks, and other public lands during the Great Depression. It explains that responsibility for the program was divided among several federal departments, that the men earned small wages (most of which were sent home), and that the CCC quickly grew into a massive program that built firebreaks, roads, trails, campgrounds, bridges, flood‑control works, and planted billions of trees while improving wildlife refuges. Finally, it emphasizes that the CCC not only transformed the American landscape but also changed the lives of its enrollees by taking them out of urban poverty, giving them food, shelter, education, discipline, and self‑esteem, and even drawing in World War I veterans who accepted Roosevelt’s offer of steady work and joined the camps.","Strong, clear overview of the CCC’s purpose, interagency setup, project types, and its social benefits. One fix: the passage says just over a billion trees (about 1.3 billion), not “billions.” It also stresses capped nine‑month terms so more men could rotate through, and that what began as a two‑year program was repeatedly reauthorized, ultimately enrolling over three million and running until 1942. The veterans episode carries nuance too: FDR opposed paying the bonus but invited them into the CCC (and Eleanor Roosevelt visited), signaling a more humane approach than Hoover’s."
14645467,Immediate,Depression,Q2,1,A,6,"The passage describes how President Franklin Roosevelt, drawing on his interest in forestry, created the Civilian Conservation Corps (CCC) to put unemployed young men to work on conservation projects in national forests, parks, and other public lands during the Great Depression. It explains that responsibility for the program was divided among several federal departments, that the men earned small wages (most of which were sent home), and that the CCC quickly grew into a massive program that built firebreaks, roads, trails, campgrounds, bridges, flood‑control works, and planted billions of trees while improving wildlife refuges. Finally, it emphasizes that the CCC not only transformed the American landscape but also changed the lives of its enrollees by taking them out of urban poverty, giving them food, shelter, education, discipline, and self‑esteem, and even drawing in World War I veterans who accepted Roosevelt’s offer of steady work and joined the camps.","Strong, clear overview of the CCC’s purpose, interagency setup, project types, and its social benefits. One fix: the passage says just over a billion trees (about 1.3 billion), not “billions.” It also stresses capped nine‑month terms so more men could rotate through, and that what began as a two‑year program was repeatedly reauthorized, ultimately enrolling over three million and running until 1942. The veterans episode carries nuance too: FDR opposed paying the bonus but invited them into the CCC (and Eleanor Roosevelt visited), signaling a more humane approach than Hoover’s."
14645467,Immediate,Depression,Q3,1,C,6,"The passage describes how President Franklin Roosevelt, drawing on his interest in forestry, created the Civilian Conservation Corps (CCC) to put unemployed young men to work on conservation projects in national forests, parks, and other public lands during the Great Depression. It explains that responsibility for the program was divided among several federal departments, that the men earned small wages (most of which were sent home), and that the CCC quickly grew into a massive program that built firebreaks, roads, trails, campgrounds, bridges, flood‑control works, and planted billions of trees while improving wildlife refuges. Finally, it emphasizes that the CCC not only transformed the American landscape but also changed the lives of its enrollees by taking them out of urban poverty, giving them food, shelter, education, discipline, and self‑esteem, and even drawing in World War I veterans who accepted Roosevelt’s offer of steady work and joined the camps.","Strong, clear overview of the CCC’s purpose, interagency setup, project types, and its social benefits. One fix: the passage says just over a billion trees (about 1.3 billion), not “billions.” It also stresses capped nine‑month terms so more men could rotate through, and that what began as a two‑year program was repeatedly reauthorized, ultimately enrolling over three million and running until 1942. The veterans episode carries nuance too: FDR opposed paying the bonus but invited them into the CCC (and Eleanor Roosevelt visited), signaling a more humane approach than Hoover’s."
14645467,Immediate,Depression,Q4,1,B,6,"The passage describes how President Franklin Roosevelt, drawing on his interest in forestry, created the Civilian Conservation Corps (CCC) to put unemployed young men to work on conservation projects in national forests, parks, and other public lands during the Great Depression. It explains that responsibility for the program was divided among several federal departments, that the men earned small wages (most of which were sent home), and that the CCC quickly grew into a massive program that built firebreaks, roads, trails, campgrounds, bridges, flood‑control works, and planted billions of trees while improving wildlife refuges. Finally, it emphasizes that the CCC not only transformed the American landscape but also changed the lives of its enrollees by taking them out of urban poverty, giving them food, shelter, education, discipline, and self‑esteem, and even drawing in World War I veterans who accepted Roosevelt’s offer of steady work and joined the camps.","Strong, clear overview of the CCC’s purpose, interagency setup, project types, and its social benefits. One fix: the passage says just over a billion trees (about 1.3 billion), not “billions.” It also stresses capped nine‑month terms so more men could rotate through, and that what began as a two‑year program was repeatedly reauthorized, ultimately enrolling over three million and running until 1942. The veterans episode carries nuance too: FDR opposed paying the bonus but invited them into the CCC (and Eleanor Roosevelt visited), signaling a more humane approach than Hoover’s."
14645467,Immediate,Depression,Q5,1,A,6,"The passage describes how President Franklin Roosevelt, drawing on his interest in forestry, created the Civilian Conservation Corps (CCC) to put unemployed young men to work on conservation projects in national forests, parks, and other public lands during the Great Depression. It explains that responsibility for the program was divided among several federal departments, that the men earned small wages (most of which were sent home), and that the CCC quickly grew into a massive program that built firebreaks, roads, trails, campgrounds, bridges, flood‑control works, and planted billions of trees while improving wildlife refuges. Finally, it emphasizes that the CCC not only transformed the American landscape but also changed the lives of its enrollees by taking them out of urban poverty, giving them food, shelter, education, discipline, and self‑esteem, and even drawing in World War I veterans who accepted Roosevelt’s offer of steady work and joined the camps.","Strong, clear overview of the CCC’s purpose, interagency setup, project types, and its social benefits. One fix: the passage says just over a billion trees (about 1.3 billion), not “billions.” It also stresses capped nine‑month terms so more men could rotate through, and that what began as a two‑year program was repeatedly reauthorized, ultimately enrolling over three million and running until 1942. The veterans episode carries nuance too: FDR opposed paying the bonus but invited them into the CCC (and Eleanor Roosevelt visited), signaling a more humane approach than Hoover’s."
14645467,Immediate,Depression,Q6,1,B,6,"The passage describes how President Franklin Roosevelt, drawing on his interest in forestry, created the Civilian Conservation Corps (CCC) to put unemployed young men to work on conservation projects in national forests, parks, and other public lands during the Great Depression. It explains that responsibility for the program was divided among several federal departments, that the men earned small wages (most of which were sent home), and that the CCC quickly grew into a massive program that built firebreaks, roads, trails, campgrounds, bridges, flood‑control works, and planted billions of trees while improving wildlife refuges. Finally, it emphasizes that the CCC not only transformed the American landscape but also changed the lives of its enrollees by taking them out of urban poverty, giving them food, shelter, education, discipline, and self‑esteem, and even drawing in World War I veterans who accepted Roosevelt’s offer of steady work and joined the camps.","Strong, clear overview of the CCC’s purpose, interagency setup, project types, and its social benefits. One fix: the passage says just over a billion trees (about 1.3 billion), not “billions.” It also stresses capped nine‑month terms so more men could rotate through, and that what began as a two‑year program was repeatedly reauthorized, ultimately enrolling over three million and running until 1942. The veterans episode carries nuance too: FDR opposed paying the bonus but invited them into the CCC (and Eleanor Roosevelt visited), signaling a more humane approach than Hoover’s."
14645467,Immediate,Depression,Q7,1,C,6,"The passage describes how President Franklin Roosevelt, drawing on his interest in forestry, created the Civilian Conservation Corps (CCC) to put unemployed young men to work on conservation projects in national forests, parks, and other public lands during the Great Depression. It explains that responsibility for the program was divided among several federal departments, that the men earned small wages (most of which were sent home), and that the CCC quickly grew into a massive program that built firebreaks, roads, trails, campgrounds, bridges, flood‑control works, and planted billions of trees while improving wildlife refuges. Finally, it emphasizes that the CCC not only transformed the American landscape but also changed the lives of its enrollees by taking them out of urban poverty, giving them food, shelter, education, discipline, and self‑esteem, and even drawing in World War I veterans who accepted Roosevelt’s offer of steady work and joined the camps.","Strong, clear overview of the CCC’s purpose, interagency setup, project types, and its social benefits. One fix: the passage says just over a billion trees (about 1.3 billion), not “billions.” It also stresses capped nine‑month terms so more men could rotate through, and that what began as a two‑year program was repeatedly reauthorized, ultimately enrolling over three million and running until 1942. The veterans episode carries nuance too: FDR opposed paying the bonus but invited them into the CCC (and Eleanor Roosevelt visited), signaling a more humane approach than Hoover’s."
14645467,Immediate,Depression,Q8,1,A,6,"The passage describes how President Franklin Roosevelt, drawing on his interest in forestry, created the Civilian Conservation Corps (CCC) to put unemployed young men to work on conservation projects in national forests, parks, and other public lands during the Great Depression. It explains that responsibility for the program was divided among several federal departments, that the men earned small wages (most of which were sent home), and that the CCC quickly grew into a massive program that built firebreaks, roads, trails, campgrounds, bridges, flood‑control works, and planted billions of trees while improving wildlife refuges. Finally, it emphasizes that the CCC not only transformed the American landscape but also changed the lives of its enrollees by taking them out of urban poverty, giving them food, shelter, education, discipline, and self‑esteem, and even drawing in World War I veterans who accepted Roosevelt’s offer of steady work and joined the camps.","Strong, clear overview of the CCC’s purpose, interagency setup, project types, and its social benefits. One fix: the passage says just over a billion trees (about 1.3 billion), not “billions.” It also stresses capped nine‑month terms so more men could rotate through, and that what began as a two‑year program was repeatedly reauthorized, ultimately enrolling over three million and running until 1942. The veterans episode carries nuance too: FDR opposed paying the bonus but invited them into the CCC (and Eleanor Roosevelt visited), signaling a more humane approach than Hoover’s."
14645467,Immediate,Depression,Q9,0,D,6,"The passage describes how President Franklin Roosevelt, drawing on his interest in forestry, created the Civilian Conservation Corps (CCC) to put unemployed young men to work on conservation projects in national forests, parks, and other public lands during the Great Depression. It explains that responsibility for the program was divided among several federal departments, that the men earned small wages (most of which were sent home), and that the CCC quickly grew into a massive program that built firebreaks, roads, trails, campgrounds, bridges, flood‑control works, and planted billions of trees while improving wildlife refuges. Finally, it emphasizes that the CCC not only transformed the American landscape but also changed the lives of its enrollees by taking them out of urban poverty, giving them food, shelter, education, discipline, and self‑esteem, and even drawing in World War I veterans who accepted Roosevelt’s offer of steady work and joined the camps.","Strong, clear overview of the CCC’s purpose, interagency setup, project types, and its social benefits. One fix: the passage says just over a billion trees (about 1.3 billion), not “billions.” It also stresses capped nine‑month terms so more men could rotate through, and that what began as a two‑year program was repeatedly reauthorized, ultimately enrolling over three million and running until 1942. The veterans episode carries nuance too: FDR opposed paying the bonus but invited them into the CCC (and Eleanor Roosevelt visited), signaling a more humane approach than Hoover’s."
