Participant Private ID,Article_ID,Question_ID,Summary_Text
14570325,Charities,Q9,"This article talks about how we can do better for charities, instead of just dropping change into the Salvation Army basket outside retail stores or the hands of a homeless person. Philanthropists such as Stumbacher and Karen Pitts are finding ways to engage more people into charity giving."
14570325,Charities,Q10,"This article talks about how we can do better for charities, instead of just dropping change into the Salvation Army basket outside retail stores or the hands of a homeless person. Philanthropists such as Stumbacher and Karen Pitts are finding ways to engage more people into charity giving."
14570325,Migration,Q1,"Over 50 billion individual birds worldwide migrate seasonally. Birds must rely on an internal clock to time their seasonal movements. Fat birds where the first migrate and didn't feed before going, instead relying on stored fat for energy."
14570325,Migration,Q2,"Over 50 billion individual birds worldwide migrate seasonally. Birds must rely on an internal clock to time their seasonal movements. Fat birds where the first migrate and didn't feed before going, instead relying on stored fat for energy."
14570325,Migration,Q3,"Over 50 billion individual birds worldwide migrate seasonally. Birds must rely on an internal clock to time their seasonal movements. Fat birds where the first migrate and didn't feed before going, instead relying on stored fat for energy."
14570325,Migration,Q4,"Over 50 billion individual birds worldwide migrate seasonally. Birds must rely on an internal clock to time their seasonal movements. Fat birds where the first migrate and didn't feed before going, instead relying on stored fat for energy."
14570325,Migration,Q5,"Over 50 billion individual birds worldwide migrate seasonally. Birds must rely on an internal clock to time their seasonal movements. Fat birds where the first migrate and didn't feed before going, instead relying on stored fat for energy."
14570325,Migration,Q6,"Over 50 billion individual birds worldwide migrate seasonally. Birds must rely on an internal clock to time their seasonal movements. Fat birds where the first migrate and didn't feed before going, instead relying on stored fat for energy."
14570325,Migration,Q7,"Over 50 billion individual birds worldwide migrate seasonally. Birds must rely on an internal clock to time their seasonal movements. Fat birds where the first migrate and didn't feed before going, instead relying on stored fat for energy."
14570325,Migration,Q8,"Over 50 billion individual birds worldwide migrate seasonally. Birds must rely on an internal clock to time their seasonal movements. Fat birds where the first migrate and didn't feed before going, instead relying on stored fat for energy."
14570325,Migration,Q9,"Over 50 billion individual birds worldwide migrate seasonally. Birds must rely on an internal clock to time their seasonal movements. Fat birds where the first migrate and didn't feed before going, instead relying on stored fat for energy."
14570325,Migration,Q10,"Over 50 billion individual birds worldwide migrate seasonally. Birds must rely on an internal clock to time their seasonal movements. Fat birds where the first migrate and didn't feed before going, instead relying on stored fat for energy."
14570325,Depression,Q1,The article talks about the start of the CCC
14570325,Depression,Q2,The article talks about the start of the CCC
14570325,Depression,Q3,The article talks about the start of the CCC
14570325,Depression,Q4,The article talks about the start of the CCC
14570325,Depression,Q5,The article talks about the start of the CCC
14570325,Depression,Q6,The article talks about the start of the CCC
14570325,Depression,Q7,The article talks about the start of the CCC
14570325,Depression,Q8,The article talks about the start of the CCC
14570325,Depression,Q9,The article talks about the start of the CCC
14570325,Depression,Q10,The article talks about the start of the CCC
14570325,Reggaeton,Q1,"Reggaeton music has a long history making it's grand entrance with Daddy Yankee's ""Gasolina."" It was thought to have been originated in Panama, but the cultivation and popularity of its signature style took place in Puerto Rico. The evolution of reggaeton is the effect of underlying ethnic migration and the resulting of cultural overlaps. The song ""Dem Bow"" can be pinpointed as the catalyst for a new genre as it is the underlying rhythm to almost every reggaeton song. Reggaeton's popularity has extended internationally."
14570325,Reggaeton,Q2,"Reggaeton music has a long history making it's grand entrance with Daddy Yankee's ""Gasolina."" It was thought to have been originated in Panama, but the cultivation and popularity of its signature style took place in Puerto Rico. The evolution of reggaeton is the effect of underlying ethnic migration and the resulting of cultural overlaps. The song ""Dem Bow"" can be pinpointed as the catalyst for a new genre as it is the underlying rhythm to almost every reggaeton song. Reggaeton's popularity has extended internationally."
14570325,Reggaeton,Q3,"Reggaeton music has a long history making it's grand entrance with Daddy Yankee's ""Gasolina."" It was thought to have been originated in Panama, but the cultivation and popularity of its signature style took place in Puerto Rico. The evolution of reggaeton is the effect of underlying ethnic migration and the resulting of cultural overlaps. The song ""Dem Bow"" can be pinpointed as the catalyst for a new genre as it is the underlying rhythm to almost every reggaeton song. Reggaeton's popularity has extended internationally."
14570325,Reggaeton,Q4,"Reggaeton music has a long history making it's grand entrance with Daddy Yankee's ""Gasolina."" It was thought to have been originated in Panama, but the cultivation and popularity of its signature style took place in Puerto Rico. The evolution of reggaeton is the effect of underlying ethnic migration and the resulting of cultural overlaps. The song ""Dem Bow"" can be pinpointed as the catalyst for a new genre as it is the underlying rhythm to almost every reggaeton song. Reggaeton's popularity has extended internationally."
14570325,Reggaeton,Q5,"Reggaeton music has a long history making it's grand entrance with Daddy Yankee's ""Gasolina."" It was thought to have been originated in Panama, but the cultivation and popularity of its signature style took place in Puerto Rico. The evolution of reggaeton is the effect of underlying ethnic migration and the resulting of cultural overlaps. The song ""Dem Bow"" can be pinpointed as the catalyst for a new genre as it is the underlying rhythm to almost every reggaeton song. Reggaeton's popularity has extended internationally."
14570325,Reggaeton,Q6,"Reggaeton music has a long history making it's grand entrance with Daddy Yankee's ""Gasolina."" It was thought to have been originated in Panama, but the cultivation and popularity of its signature style took place in Puerto Rico. The evolution of reggaeton is the effect of underlying ethnic migration and the resulting of cultural overlaps. The song ""Dem Bow"" can be pinpointed as the catalyst for a new genre as it is the underlying rhythm to almost every reggaeton song. Reggaeton's popularity has extended internationally."
14570325,Reggaeton,Q7,"Reggaeton music has a long history making it's grand entrance with Daddy Yankee's ""Gasolina."" It was thought to have been originated in Panama, but the cultivation and popularity of its signature style took place in Puerto Rico. The evolution of reggaeton is the effect of underlying ethnic migration and the resulting of cultural overlaps. The song ""Dem Bow"" can be pinpointed as the catalyst for a new genre as it is the underlying rhythm to almost every reggaeton song. Reggaeton's popularity has extended internationally."
14570325,Reggaeton,Q8,"Reggaeton music has a long history making it's grand entrance with Daddy Yankee's ""Gasolina."" It was thought to have been originated in Panama, but the cultivation and popularity of its signature style took place in Puerto Rico. The evolution of reggaeton is the effect of underlying ethnic migration and the resulting of cultural overlaps. The song ""Dem Bow"" can be pinpointed as the catalyst for a new genre as it is the underlying rhythm to almost every reggaeton song. Reggaeton's popularity has extended internationally."
14570325,Reggaeton,Q9,"Reggaeton music has a long history making it's grand entrance with Daddy Yankee's ""Gasolina."" It was thought to have been originated in Panama, but the cultivation and popularity of its signature style took place in Puerto Rico. The evolution of reggaeton is the effect of underlying ethnic migration and the resulting of cultural overlaps. The song ""Dem Bow"" can be pinpointed as the catalyst for a new genre as it is the underlying rhythm to almost every reggaeton song. Reggaeton's popularity has extended internationally."
14570325,Reggaeton,Q10,"Reggaeton music has a long history making it's grand entrance with Daddy Yankee's ""Gasolina."" It was thought to have been originated in Panama, but the cultivation and popularity of its signature style took place in Puerto Rico. The evolution of reggaeton is the effect of underlying ethnic migration and the resulting of cultural overlaps. The song ""Dem Bow"" can be pinpointed as the catalyst for a new genre as it is the underlying rhythm to almost every reggaeton song. Reggaeton's popularity has extended internationally."
14602659,Charities,Q1,"Charity is perceived to be a short term assistance. Stumbacher's concept of a more commercial approach promoted branding, marketing, and other techniques to increase interest. However, critics continue to believe that this is not a long term, large scale solution."
14602659,Charities,Q2,"Charity is perceived to be a short term assistance. Stumbacher's concept of a more commercial approach promoted branding, marketing, and other techniques to increase interest. However, critics continue to believe that this is not a long term, large scale solution."
14602659,Charities,Q3,"Charity is perceived to be a short term assistance. Stumbacher's concept of a more commercial approach promoted branding, marketing, and other techniques to increase interest. However, critics continue to believe that this is not a long term, large scale solution."
14602659,Charities,Q4,"Charity is perceived to be a short term assistance. Stumbacher's concept of a more commercial approach promoted branding, marketing, and other techniques to increase interest. However, critics continue to believe that this is not a long term, large scale solution."
14602659,Charities,Q5,"Charity is perceived to be a short term assistance. Stumbacher's concept of a more commercial approach promoted branding, marketing, and other techniques to increase interest. However, critics continue to believe that this is not a long term, large scale solution."
14602659,Charities,Q6,"Charity is perceived to be a short term assistance. Stumbacher's concept of a more commercial approach promoted branding, marketing, and other techniques to increase interest. However, critics continue to believe that this is not a long term, large scale solution."
14602659,Charities,Q7,"Charity is perceived to be a short term assistance. Stumbacher's concept of a more commercial approach promoted branding, marketing, and other techniques to increase interest. However, critics continue to believe that this is not a long term, large scale solution."
14602659,Charities,Q8,"Charity is perceived to be a short term assistance. Stumbacher's concept of a more commercial approach promoted branding, marketing, and other techniques to increase interest. However, critics continue to believe that this is not a long term, large scale solution."
14602659,Charities,Q9,"Charity is perceived to be a short term assistance. Stumbacher's concept of a more commercial approach promoted branding, marketing, and other techniques to increase interest. However, critics continue to believe that this is not a long term, large scale solution."
14602659,Charities,Q10,"Charity is perceived to be a short term assistance. Stumbacher's concept of a more commercial approach promoted branding, marketing, and other techniques to increase interest. However, critics continue to believe that this is not a long term, large scale solution."
14602659,Star,Q1,"A dying star that resembled a sun eventually transformed into a red giant, lost its outer layers, and eventually became a white dwarf. This star never came back to life, in contrast to other stars. By producing carbon dust that blocks its light, FG sagittae is making a rare appearance, requiring astronomers to use more sophisticated equipment. Carbon dust emissions could lead to the emergence of new planets. It would be a waste of material for future worlds if it turned into a white dwarf."
14602659,Star,Q2,"A dying star that resembled a sun eventually transformed into a red giant, lost its outer layers, and eventually became a white dwarf. This star never came back to life, in contrast to other stars. By producing carbon dust that blocks its light, FG sagittae is making a rare appearance, requiring astronomers to use more sophisticated equipment. Carbon dust emissions could lead to the emergence of new planets. It would be a waste of material for future worlds if it turned into a white dwarf."
14602659,Star,Q3,"A dying star that resembled a sun eventually transformed into a red giant, lost its outer layers, and eventually became a white dwarf. This star never came back to life, in contrast to other stars. By producing carbon dust that blocks its light, FG sagittae is making a rare appearance, requiring astronomers to use more sophisticated equipment. Carbon dust emissions could lead to the emergence of new planets. It would be a waste of material for future worlds if it turned into a white dwarf."
14602659,Star,Q4,"A dying star that resembled a sun eventually transformed into a red giant, lost its outer layers, and eventually became a white dwarf. This star never came back to life, in contrast to other stars. By producing carbon dust that blocks its light, FG sagittae is making a rare appearance, requiring astronomers to use more sophisticated equipment. Carbon dust emissions could lead to the emergence of new planets. It would be a waste of material for future worlds if it turned into a white dwarf."
14602659,Star,Q5,"A dying star that resembled a sun eventually transformed into a red giant, lost its outer layers, and eventually became a white dwarf. This star never came back to life, in contrast to other stars. By producing carbon dust that blocks its light, FG sagittae is making a rare appearance, requiring astronomers to use more sophisticated equipment. Carbon dust emissions could lead to the emergence of new planets. It would be a waste of material for future worlds if it turned into a white dwarf."
14602659,Star,Q6,"A dying star that resembled a sun eventually transformed into a red giant, lost its outer layers, and eventually became a white dwarf. This star never came back to life, in contrast to other stars. By producing carbon dust that blocks its light, FG sagittae is making a rare appearance, requiring astronomers to use more sophisticated equipment. Carbon dust emissions could lead to the emergence of new planets. It would be a waste of material for future worlds if it turned into a white dwarf."
14602659,Star,Q7,"A dying star that resembled a sun eventually transformed into a red giant, lost its outer layers, and eventually became a white dwarf. This star never came back to life, in contrast to other stars. By producing carbon dust that blocks its light, FG sagittae is making a rare appearance, requiring astronomers to use more sophisticated equipment. Carbon dust emissions could lead to the emergence of new planets. It would be a waste of material for future worlds if it turned into a white dwarf."
14602659,Star,Q8,"A dying star that resembled a sun eventually transformed into a red giant, lost its outer layers, and eventually became a white dwarf. This star never came back to life, in contrast to other stars. By producing carbon dust that blocks its light, FG sagittae is making a rare appearance, requiring astronomers to use more sophisticated equipment. Carbon dust emissions could lead to the emergence of new planets. It would be a waste of material for future worlds if it turned into a white dwarf."
14602659,Star,Q9,"A dying star that resembled a sun eventually transformed into a red giant, lost its outer layers, and eventually became a white dwarf. This star never came back to life, in contrast to other stars. By producing carbon dust that blocks its light, FG sagittae is making a rare appearance, requiring astronomers to use more sophisticated equipment. Carbon dust emissions could lead to the emergence of new planets. It would be a waste of material for future worlds if it turned into a white dwarf."
14602659,Star,Q10,"A dying star that resembled a sun eventually transformed into a red giant, lost its outer layers, and eventually became a white dwarf. This star never came back to life, in contrast to other stars. By producing carbon dust that blocks its light, FG sagittae is making a rare appearance, requiring astronomers to use more sophisticated equipment. Carbon dust emissions could lead to the emergence of new planets. It would be a waste of material for future worlds if it turned into a white dwarf."
14602659,Reggaeton,Q1,"Although reggaeton was already well liked un Latin America, it didn't become popular in the United Sates until 2004. It originated in Panama and gained popularity in Puerto Rico. This is basically a blend of Hip hop, Latin music, and Jamaican reggae. The ""Dem Bow"" rhythm eventually evolved into the fundamental beats of reggaeton. Artists claims that this is the pint to strengthen the genre's individuality, while some claim it is overly repetitious. Latino kids find the genre appealing because it feels independent, bold, contemporary, and familiar to their culture."
14602659,Reggaeton,Q2,"Although reggaeton was already well liked un Latin America, it didn't become popular in the United Sates until 2004. It originated in Panama and gained popularity in Puerto Rico. This is basically a blend of Hip hop, Latin music, and Jamaican reggae. The ""Dem Bow"" rhythm eventually evolved into the fundamental beats of reggaeton. Artists claims that this is the pint to strengthen the genre's individuality, while some claim it is overly repetitious. Latino kids find the genre appealing because it feels independent, bold, contemporary, and familiar to their culture."
14602659,Reggaeton,Q3,"Although reggaeton was already well liked un Latin America, it didn't become popular in the United Sates until 2004. It originated in Panama and gained popularity in Puerto Rico. This is basically a blend of Hip hop, Latin music, and Jamaican reggae. The ""Dem Bow"" rhythm eventually evolved into the fundamental beats of reggaeton. Artists claims that this is the pint to strengthen the genre's individuality, while some claim it is overly repetitious. Latino kids find the genre appealing because it feels independent, bold, contemporary, and familiar to their culture."
14602659,Reggaeton,Q4,"Although reggaeton was already well liked un Latin America, it didn't become popular in the United Sates until 2004. It originated in Panama and gained popularity in Puerto Rico. This is basically a blend of Hip hop, Latin music, and Jamaican reggae. The ""Dem Bow"" rhythm eventually evolved into the fundamental beats of reggaeton. Artists claims that this is the pint to strengthen the genre's individuality, while some claim it is overly repetitious. Latino kids find the genre appealing because it feels independent, bold, contemporary, and familiar to their culture."
14602659,Reggaeton,Q5,"Although reggaeton was already well liked un Latin America, it didn't become popular in the United Sates until 2004. It originated in Panama and gained popularity in Puerto Rico. This is basically a blend of Hip hop, Latin music, and Jamaican reggae. The ""Dem Bow"" rhythm eventually evolved into the fundamental beats of reggaeton. Artists claims that this is the pint to strengthen the genre's individuality, while some claim it is overly repetitious. Latino kids find the genre appealing because it feels independent, bold, contemporary, and familiar to their culture."
14602659,Reggaeton,Q6,"Although reggaeton was already well liked un Latin America, it didn't become popular in the United Sates until 2004. It originated in Panama and gained popularity in Puerto Rico. This is basically a blend of Hip hop, Latin music, and Jamaican reggae. The ""Dem Bow"" rhythm eventually evolved into the fundamental beats of reggaeton. Artists claims that this is the pint to strengthen the genre's individuality, while some claim it is overly repetitious. Latino kids find the genre appealing because it feels independent, bold, contemporary, and familiar to their culture."
14602659,Reggaeton,Q7,"Although reggaeton was already well liked un Latin America, it didn't become popular in the United Sates until 2004. It originated in Panama and gained popularity in Puerto Rico. This is basically a blend of Hip hop, Latin music, and Jamaican reggae. The ""Dem Bow"" rhythm eventually evolved into the fundamental beats of reggaeton. Artists claims that this is the pint to strengthen the genre's individuality, while some claim it is overly repetitious. Latino kids find the genre appealing because it feels independent, bold, contemporary, and familiar to their culture."
14602659,Reggaeton,Q8,"Although reggaeton was already well liked un Latin America, it didn't become popular in the United Sates until 2004. It originated in Panama and gained popularity in Puerto Rico. This is basically a blend of Hip hop, Latin music, and Jamaican reggae. The ""Dem Bow"" rhythm eventually evolved into the fundamental beats of reggaeton. Artists claims that this is the pint to strengthen the genre's individuality, while some claim it is overly repetitious. Latino kids find the genre appealing because it feels independent, bold, contemporary, and familiar to their culture."
14602659,Reggaeton,Q9,"Although reggaeton was already well liked un Latin America, it didn't become popular in the United Sates until 2004. It originated in Panama and gained popularity in Puerto Rico. This is basically a blend of Hip hop, Latin music, and Jamaican reggae. The ""Dem Bow"" rhythm eventually evolved into the fundamental beats of reggaeton. Artists claims that this is the pint to strengthen the genre's individuality, while some claim it is overly repetitious. Latino kids find the genre appealing because it feels independent, bold, contemporary, and familiar to their culture."
14602659,Reggaeton,Q10,"Although reggaeton was already well liked un Latin America, it didn't become popular in the United Sates until 2004. It originated in Panama and gained popularity in Puerto Rico. This is basically a blend of Hip hop, Latin music, and Jamaican reggae. The ""Dem Bow"" rhythm eventually evolved into the fundamental beats of reggaeton. Artists claims that this is the pint to strengthen the genre's individuality, while some claim it is overly repetitious. Latino kids find the genre appealing because it feels independent, bold, contemporary, and familiar to their culture."
14602659,Migration,Q1,"Birds migrate to breeding grounds and wintering destinations. Due to its unpredictability, migratory timing is not solely determined by the weather. Instead, birds have a built in clock. A bird's food source is crucial to their ability to procreate. A 1967 study on chaffinches revealed that larger, healthier birds migrate first in pleasant weather, while smaller birds migrate in bad weather because of social pressure. However, other birds, such as wandering albatrosses, rely on their unique wings for currents and low-energy movements while migrating over great distances."
14602659,Migration,Q2,"Birds migrate to breeding grounds and wintering destinations. Due to its unpredictability, migratory timing is not solely determined by the weather. Instead, birds have a built in clock. A bird's food source is crucial to their ability to procreate. A 1967 study on chaffinches revealed that larger, healthier birds migrate first in pleasant weather, while smaller birds migrate in bad weather because of social pressure. However, other birds, such as wandering albatrosses, rely on their unique wings for currents and low-energy movements while migrating over great distances."
14602659,Migration,Q3,"Birds migrate to breeding grounds and wintering destinations. Due to its unpredictability, migratory timing is not solely determined by the weather. Instead, birds have a built in clock. A bird's food source is crucial to their ability to procreate. A 1967 study on chaffinches revealed that larger, healthier birds migrate first in pleasant weather, while smaller birds migrate in bad weather because of social pressure. However, other birds, such as wandering albatrosses, rely on their unique wings for currents and low-energy movements while migrating over great distances."
14602659,Migration,Q4,"Birds migrate to breeding grounds and wintering destinations. Due to its unpredictability, migratory timing is not solely determined by the weather. Instead, birds have a built in clock. A bird's food source is crucial to their ability to procreate. A 1967 study on chaffinches revealed that larger, healthier birds migrate first in pleasant weather, while smaller birds migrate in bad weather because of social pressure. However, other birds, such as wandering albatrosses, rely on their unique wings for currents and low-energy movements while migrating over great distances."
14602659,Migration,Q5,"Birds migrate to breeding grounds and wintering destinations. Due to its unpredictability, migratory timing is not solely determined by the weather. Instead, birds have a built in clock. A bird's food source is crucial to their ability to procreate. A 1967 study on chaffinches revealed that larger, healthier birds migrate first in pleasant weather, while smaller birds migrate in bad weather because of social pressure. However, other birds, such as wandering albatrosses, rely on their unique wings for currents and low-energy movements while migrating over great distances."
14602659,Migration,Q6,"Birds migrate to breeding grounds and wintering destinations. Due to its unpredictability, migratory timing is not solely determined by the weather. Instead, birds have a built in clock. A bird's food source is crucial to their ability to procreate. A 1967 study on chaffinches revealed that larger, healthier birds migrate first in pleasant weather, while smaller birds migrate in bad weather because of social pressure. However, other birds, such as wandering albatrosses, rely on their unique wings for currents and low-energy movements while migrating over great distances."
14602659,Migration,Q7,"Birds migrate to breeding grounds and wintering destinations. Due to its unpredictability, migratory timing is not solely determined by the weather. Instead, birds have a built in clock. A bird's food source is crucial to their ability to procreate. A 1967 study on chaffinches revealed that larger, healthier birds migrate first in pleasant weather, while smaller birds migrate in bad weather because of social pressure. However, other birds, such as wandering albatrosses, rely on their unique wings for currents and low-energy movements while migrating over great distances."
14602659,Migration,Q8,"Birds migrate to breeding grounds and wintering destinations. Due to its unpredictability, migratory timing is not solely determined by the weather. Instead, birds have a built in clock. A bird's food source is crucial to their ability to procreate. A 1967 study on chaffinches revealed that larger, healthier birds migrate first in pleasant weather, while smaller birds migrate in bad weather because of social pressure. However, other birds, such as wandering albatrosses, rely on their unique wings for currents and low-energy movements while migrating over great distances."
14602659,Migration,Q9,"Birds migrate to breeding grounds and wintering destinations. Due to its unpredictability, migratory timing is not solely determined by the weather. Instead, birds have a built in clock. A bird's food source is crucial to their ability to procreate. A 1967 study on chaffinches revealed that larger, healthier birds migrate first in pleasant weather, while smaller birds migrate in bad weather because of social pressure. However, other birds, such as wandering albatrosses, rely on their unique wings for currents and low-energy movements while migrating over great distances."
14602659,Migration,Q10,"Birds migrate to breeding grounds and wintering destinations. Due to its unpredictability, migratory timing is not solely determined by the weather. Instead, birds have a built in clock. A bird's food source is crucial to their ability to procreate. A 1967 study on chaffinches revealed that larger, healthier birds migrate first in pleasant weather, while smaller birds migrate in bad weather because of social pressure. However, other birds, such as wandering albatrosses, rely on their unique wings for currents and low-energy movements while migrating over great distances."
14602659,Depression,Q1,"Roosevelt created the Civilian Corps to assist men without jobs and the environment. These workers were employed to work on conservation projects in parks, national forests, and public areas. These men gave their families their $30 they made each month. Before it ended in 1942 the CCC had almost 3 million troops, demonstrating the quick growth. The workers planted trees, constructed roads, pathways, fire towers, and general flood control. Eleanor Roosevelt assisted Bonus Army Veterans in enlisting. In addition to providing basic necessities, housing, and education for young men this organization benefited the environment."
14602659,Depression,Q2,"Roosevelt created the Civilian Corps to assist men without jobs and the environment. These workers were employed to work on conservation projects in parks, national forests, and public areas. These men gave their families their $30 they made each month. Before it ended in 1942 the CCC had almost 3 million troops, demonstrating the quick growth. The workers planted trees, constructed roads, pathways, fire towers, and general flood control. Eleanor Roosevelt assisted Bonus Army Veterans in enlisting. In addition to providing basic necessities, housing, and education for young men this organization benefited the environment."
14602659,Depression,Q3,"Roosevelt created the Civilian Corps to assist men without jobs and the environment. These workers were employed to work on conservation projects in parks, national forests, and public areas. These men gave their families their $30 they made each month. Before it ended in 1942 the CCC had almost 3 million troops, demonstrating the quick growth. The workers planted trees, constructed roads, pathways, fire towers, and general flood control. Eleanor Roosevelt assisted Bonus Army Veterans in enlisting. In addition to providing basic necessities, housing, and education for young men this organization benefited the environment."
14602659,Depression,Q4,"Roosevelt created the Civilian Corps to assist men without jobs and the environment. These workers were employed to work on conservation projects in parks, national forests, and public areas. These men gave their families their $30 they made each month. Before it ended in 1942 the CCC had almost 3 million troops, demonstrating the quick growth. The workers planted trees, constructed roads, pathways, fire towers, and general flood control. Eleanor Roosevelt assisted Bonus Army Veterans in enlisting. In addition to providing basic necessities, housing, and education for young men this organization benefited the environment."
14602659,Depression,Q5,"Roosevelt created the Civilian Corps to assist men without jobs and the environment. These workers were employed to work on conservation projects in parks, national forests, and public areas. These men gave their families their $30 they made each month. Before it ended in 1942 the CCC had almost 3 million troops, demonstrating the quick growth. The workers planted trees, constructed roads, pathways, fire towers, and general flood control. Eleanor Roosevelt assisted Bonus Army Veterans in enlisting. In addition to providing basic necessities, housing, and education for young men this organization benefited the environment."
14602659,Depression,Q6,"Roosevelt created the Civilian Corps to assist men without jobs and the environment. These workers were employed to work on conservation projects in parks, national forests, and public areas. These men gave their families their $30 they made each month. Before it ended in 1942 the CCC had almost 3 million troops, demonstrating the quick growth. The workers planted trees, constructed roads, pathways, fire towers, and general flood control. Eleanor Roosevelt assisted Bonus Army Veterans in enlisting. In addition to providing basic necessities, housing, and education for young men this organization benefited the environment."
14602659,Depression,Q7,"Roosevelt created the Civilian Corps to assist men without jobs and the environment. These workers were employed to work on conservation projects in parks, national forests, and public areas. These men gave their families their $30 they made each month. Before it ended in 1942 the CCC had almost 3 million troops, demonstrating the quick growth. The workers planted trees, constructed roads, pathways, fire towers, and general flood control. Eleanor Roosevelt assisted Bonus Army Veterans in enlisting. In addition to providing basic necessities, housing, and education for young men this organization benefited the environment."
14602659,Depression,Q8,"Roosevelt created the Civilian Corps to assist men without jobs and the environment. These workers were employed to work on conservation projects in parks, national forests, and public areas. These men gave their families their $30 they made each month. Before it ended in 1942 the CCC had almost 3 million troops, demonstrating the quick growth. The workers planted trees, constructed roads, pathways, fire towers, and general flood control. Eleanor Roosevelt assisted Bonus Army Veterans in enlisting. In addition to providing basic necessities, housing, and education for young men this organization benefited the environment."
14602659,Depression,Q9,"Roosevelt created the Civilian Corps to assist men without jobs and the environment. These workers were employed to work on conservation projects in parks, national forests, and public areas. These men gave their families their $30 they made each month. Before it ended in 1942 the CCC had almost 3 million troops, demonstrating the quick growth. The workers planted trees, constructed roads, pathways, fire towers, and general flood control. Eleanor Roosevelt assisted Bonus Army Veterans in enlisting. In addition to providing basic necessities, housing, and education for young men this organization benefited the environment."
14602659,Depression,Q10,"Roosevelt created the Civilian Corps to assist men without jobs and the environment. These workers were employed to work on conservation projects in parks, national forests, and public areas. These men gave their families their $30 they made each month. Before it ended in 1942 the CCC had almost 3 million troops, demonstrating the quick growth. The workers planted trees, constructed roads, pathways, fire towers, and general flood control. Eleanor Roosevelt assisted Bonus Army Veterans in enlisting. In addition to providing basic necessities, housing, and education for young men this organization benefited the environment."
14663728,Reggaeton,Q1,"Reggaeton became popularized after hip-hop and electronic music was established in North America, and is known as a blend of Jamaican dancehall reggae, Latin American salsa and merengue. This genre has been thought to have originated in Panama and pound its signature style in Puerto Rico."
14663728,Reggaeton,Q2,"Reggaeton became popularized after hip-hop and electronic music was established in North America, and is known as a blend of Jamaican dancehall reggae, Latin American salsa and merengue. This genre has been thought to have originated in Panama and pound its signature style in Puerto Rico."
14663728,Reggaeton,Q3,"Reggaeton became popularized after hip-hop and electronic music was established in North America, and is known as a blend of Jamaican dancehall reggae, Latin American salsa and merengue. This genre has been thought to have originated in Panama and pound its signature style in Puerto Rico."
14663728,Reggaeton,Q4,"Reggaeton became popularized after hip-hop and electronic music was established in North America, and is known as a blend of Jamaican dancehall reggae, Latin American salsa and merengue. This genre has been thought to have originated in Panama and pound its signature style in Puerto Rico."
14663728,Reggaeton,Q5,"Reggaeton became popularized after hip-hop and electronic music was established in North America, and is known as a blend of Jamaican dancehall reggae, Latin American salsa and merengue. This genre has been thought to have originated in Panama and pound its signature style in Puerto Rico."
14663728,Reggaeton,Q6,"Reggaeton became popularized after hip-hop and electronic music was established in North America, and is known as a blend of Jamaican dancehall reggae, Latin American salsa and merengue. This genre has been thought to have originated in Panama and pound its signature style in Puerto Rico."
14663728,Reggaeton,Q7,"Reggaeton became popularized after hip-hop and electronic music was established in North America, and is known as a blend of Jamaican dancehall reggae, Latin American salsa and merengue. This genre has been thought to have originated in Panama and pound its signature style in Puerto Rico."
14663728,Reggaeton,Q8,"Reggaeton became popularized after hip-hop and electronic music was established in North America, and is known as a blend of Jamaican dancehall reggae, Latin American salsa and merengue. This genre has been thought to have originated in Panama and pound its signature style in Puerto Rico."
14663728,Reggaeton,Q9,"Reggaeton became popularized after hip-hop and electronic music was established in North America, and is known as a blend of Jamaican dancehall reggae, Latin American salsa and merengue. This genre has been thought to have originated in Panama and pound its signature style in Puerto Rico."
14663728,Reggaeton,Q10,"Reggaeton became popularized after hip-hop and electronic music was established in North America, and is known as a blend of Jamaican dancehall reggae, Latin American salsa and merengue. This genre has been thought to have originated in Panama and pound its signature style in Puerto Rico."
14663728,Depression,Q1,President Roosevelt created the CCC to give unemployed men jobs while helping the environment. The different government departments worked together to run the program. These men lived in camps and worked in forest and parks. Their pay was used to support their families.
14663728,Depression,Q2,President Roosevelt created the CCC to give unemployed men jobs while helping the environment. The different government departments worked together to run the program. These men lived in camps and worked in forest and parks. Their pay was used to support their families.
14663728,Depression,Q3,President Roosevelt created the CCC to give unemployed men jobs while helping the environment. The different government departments worked together to run the program. These men lived in camps and worked in forest and parks. Their pay was used to support their families.
14663728,Depression,Q4,President Roosevelt created the CCC to give unemployed men jobs while helping the environment. The different government departments worked together to run the program. These men lived in camps and worked in forest and parks. Their pay was used to support their families.
14663728,Depression,Q5,President Roosevelt created the CCC to give unemployed men jobs while helping the environment. The different government departments worked together to run the program. These men lived in camps and worked in forest and parks. Their pay was used to support their families.
14663728,Depression,Q6,President Roosevelt created the CCC to give unemployed men jobs while helping the environment. The different government departments worked together to run the program. These men lived in camps and worked in forest and parks. Their pay was used to support their families.
14663728,Depression,Q7,President Roosevelt created the CCC to give unemployed men jobs while helping the environment. The different government departments worked together to run the program. These men lived in camps and worked in forest and parks. Their pay was used to support their families.
14663728,Depression,Q8,President Roosevelt created the CCC to give unemployed men jobs while helping the environment. The different government departments worked together to run the program. These men lived in camps and worked in forest and parks. Their pay was used to support their families.
14663728,Depression,Q9,President Roosevelt created the CCC to give unemployed men jobs while helping the environment. The different government departments worked together to run the program. These men lived in camps and worked in forest and parks. Their pay was used to support their families.
